ec5_branch_owner_uuid,ec5_branch_uuid,created_at,uploaded_at,title,data_rinnovo,validita_rinnovo,nuovi_espatri,note_esp_rinnovi
ab02e0f0-e355-11eb-8512-35346c407408,d12377e0-e355-11eb-8512-35346c407408,2021-07-12T21:12:08.542Z,2021-07-12T21:12:38.000Z,d12377e0-e355-11eb-8512-35346c407408,1899,3,Europa,
39809c20-e354-11eb-8512-35346c407408,94ef4980-e354-11eb-8512-35346c407408,2021-07-12T21:03:18.040Z,2021-07-12T21:03:57.000Z,94ef4980-e354-11eb-8512-35346c407408,1896,1,Austria-Ungheria,
39809c20-e354-11eb-8512-35346c407408,8092e280-e354-11eb-8512-35346c407408,2021-07-12T21:02:43.880Z,2021-07-12T21:03:57.000Z,8092e280-e354-11eb-8512-35346c407408,1891,"3 mesi",,
39809c20-e354-11eb-8512-35346c407408,5fe45690-e354-11eb-8512-35346c407408,2021-07-12T21:01:49.049Z,2021-07-12T21:03:57.000Z,5fe45690-e354-11eb-8512-35346c407408,1891,"7 mesi","Austria-Ungheria, Germania",
bb034830-e352-11eb-8512-35346c407408,f15d5060-e352-11eb-8512-35346c407408,2021-07-12T20:51:34.118Z,2021-07-12T20:51:56.000Z,f15d5060-e352-11eb-8512-35346c407408,1898,3,Europa,
bb034830-e352-11eb-8512-35346c407408,e05c7070-e352-11eb-8512-35346c407408,2021-07-12T20:51:05.591Z,2021-07-12T20:51:56.000Z,e05c7070-e352-11eb-8512-35346c407408,1895,3,,
81b3a6b0-e352-11eb-8512-35346c407408,a69702b0-e352-11eb-8512-35346c407408,2021-07-12T20:49:28.667Z,2021-07-12T20:50:00.000Z,a69702b0-e352-11eb-8512-35346c407408,1894,3,Europa,
199e99e0-e352-11eb-8512-35346c407408,4bd44cc0-e352-11eb-8512-35346c407408,2021-07-12T20:46:56.396Z,2021-07-12T20:47:21.000Z,4bd44cc0-e352-11eb-8512-35346c407408,1900,1,Europa,
199e99e0-e352-11eb-8512-35346c407408,3986efa0-e352-11eb-8512-35346c407408,2021-07-12T20:46:25.690Z,2021-07-12T20:47:21.000Z,3986efa0-e352-11eb-8512-35346c407408,1898,1,Austria-Ungheria,
9a761c60-e351-11eb-8512-35346c407408,ee7911a0-e351-11eb-8512-35346c407408,2021-07-12T20:44:19.770Z,2021-07-12T20:45:24.000Z,ee7911a0-e351-11eb-8512-35346c407408,1894,"4 mesi",Austria,
9a761c60-e351-11eb-8512-35346c407408,cafdf830-e351-11eb-8512-35346c407408,2021-07-12T20:43:20.243Z,2021-07-12T20:45:24.000Z,cafdf830-e351-11eb-8512-35346c407408,1893,"9 mesi",Austria,
9a761c60-e351-11eb-8512-35346c407408,b8aeed60-e351-11eb-8512-35346c407408,2021-07-12T20:42:49.526Z,2021-07-12T20:45:24.000Z,b8aeed60-e351-11eb-8512-35346c407408,1892,3,"Austria-Ungheria, Germania",
0b13df80-e351-11eb-8512-35346c407408,4dd73e20-e351-11eb-8512-35346c407408,2021-07-12T20:39:50.274Z,2021-07-12T20:40:17.000Z,4dd73e20-e351-11eb-8512-35346c407408,1894,1,"Austria, Germania, Svizzera",
80d78970-e350-11eb-8512-35346c407408,a5e79ac0-e350-11eb-8512-35346c407408,2021-07-12T20:35:08.524Z,2021-07-12T20:35:32.000Z,a5e79ac0-e350-11eb-8512-35346c407408,1890,3,Europa,
9bae6030-e34f-11eb-8512-35346c407408,3c52cbc0-e350-11eb-8512-35346c407408,2021-07-12T20:32:11.388Z,2021-07-12T20:32:42.000Z,3c52cbc0-e350-11eb-8512-35346c407408,1899,3,Europa,
9bae6030-e34f-11eb-8512-35346c407408,2fd8fa90-e350-11eb-8512-35346c407408,2021-07-12T20:31:50.457Z,2021-07-12T20:32:42.000Z,2fd8fa90-e350-11eb-8512-35346c407408,1898,1,Europa,
9bae6030-e34f-11eb-8512-35346c407408,bf67bb20-e34f-11eb-8512-35346c407408,2021-07-12T20:28:41.810Z,2021-07-12T20:32:42.000Z,bf67bb20-e34f-11eb-8512-35346c407408,1891,3,Europa,
e42423a0-e34e-11eb-8512-35346c407408,097a3ea0-e34f-11eb-8512-35346c407408,2021-07-12T20:23:36.586Z,2021-07-12T20:24:20.000Z,097a3ea0-e34f-11eb-8512-35346c407408,1892,"5 mesi","Austria-Ungheria, Germania, Francia, Italia",
d751c670-e333-11eb-9554-cb60d4966ca3,f8b28b60-e333-11eb-9554-cb60d4966ca3,2021-07-12T17:09:52.022Z,2021-07-12T17:11:08.000Z,f8b28b60-e333-11eb-9554-cb60d4966ca3,1889,1,"Austria-Ungheria, Germania, Svizzera",
5ab17a70-e333-11eb-9554-cb60d4966ca3,7847a2d0-e333-11eb-9554-cb60d4966ca3,2021-07-12T17:06:16.573Z,2021-07-12T17:07:10.000Z,7847a2d0-e333-11eb-9554-cb60d4966ca3,1891,3,"Austria-Ungheria, Italia",
da3beae0-e32f-11eb-9554-cb60d4966ca3,26b98580-e330-11eb-9554-cb60d4966ca3,2021-07-12T16:42:31.257Z,2021-07-12T16:44:33.000Z,26b98580-e330-11eb-9554-cb60d4966ca3,1904,3,"Europa, Esteri d'Europa","Asia e Africa"
da3beae0-e32f-11eb-9554-cb60d4966ca3,0ae1d600-e330-11eb-9554-cb60d4966ca3,2021-07-12T16:41:44.544Z,2021-07-12T16:44:33.000Z,0ae1d600-e330-11eb-9554-cb60d4966ca3,1895,3,"Europa, America, Esteri d'Europa","Asia, Africa e Australia"
b0725080-e32c-11eb-9554-cb60d4966ca3,19ac0730-e32d-11eb-9554-cb60d4966ca3,2021-07-12T16:20:40.867Z,2021-07-12T16:21:42.000Z,19ac0730-e32d-11eb-9554-cb60d4966ca3,1910,3,"Europa, Esteri d'Europa",
b0725080-e32c-11eb-9554-cb60d4966ca3,06029c80-e32d-11eb-9554-cb60d4966ca3,2021-07-12T16:20:07.880Z,2021-07-12T16:21:42.000Z,06029c80-e32d-11eb-9554-cb60d4966ca3,1909,3,"Esteri d'Europa",
b0725080-e32c-11eb-9554-cb60d4966ca3,f7ba9b00-e32c-11eb-9554-cb60d4966ca3,2021-07-12T16:19:43.920Z,2021-07-12T16:21:42.000Z,f7ba9b00-e32c-11eb-9554-cb60d4966ca3,1908,3,"Europa, Esteri d'Europa",
b0725080-e32c-11eb-9554-cb60d4966ca3,e87bdd70-e32c-11eb-9554-cb60d4966ca3,2021-07-12T16:19:18.343Z,2021-07-12T16:21:42.000Z,e87bdd70-e32c-11eb-9554-cb60d4966ca3,1890,,America,Argentina
e685af90-e328-11eb-a099-db8f85914332,340e0370-e329-11eb-a099-db8f85914332,2021-07-12T15:52:47.143Z,2021-07-12T15:53:56.000Z,340e0370-e329-11eb-a099-db8f85914332,1891,3,"Austria, Germania",
e685af90-e328-11eb-a099-db8f85914332,24fee160-e329-11eb-a099-db8f85914332,2021-07-12T15:52:21.878Z,2021-07-12T15:53:57.000Z,24fee160-e329-11eb-a099-db8f85914332,1889,"8 mesi","Austria, Germania",
8728c720-e31f-11eb-8512-35346c407408,beacf770-e31f-11eb-8512-35346c407408,2021-07-12T14:45:04.743Z,2021-07-12T14:45:34.000Z,beacf770-e31f-11eb-8512-35346c407408,1890,"10 mesi",,
18e90db0-e31f-11eb-8512-35346c407408,75d5f6a0-e31f-11eb-8512-35346c407408,2021-07-12T14:43:02.538Z,2021-07-12T14:43:27.000Z,75d5f6a0-e31f-11eb-8512-35346c407408,1900,1,Austria-Ungheria,
18e90db0-e31f-11eb-8512-35346c407408,626e01c0-e31f-11eb-8512-35346c407408,2021-07-12T14:42:29.980Z,2021-07-12T14:43:28.000Z,626e01c0-e31f-11eb-8512-35346c407408,1891,"7 mesi",Europa,
18e90db0-e31f-11eb-8512-35346c407408,53fa5c60-e31f-11eb-8512-35346c407408,2021-07-12T14:42:05.734Z,2021-07-12T14:43:28.000Z,53fa5c60-e31f-11eb-8512-35346c407408,1890,1,Europa,
18e90db0-e31f-11eb-8512-35346c407408,3edacc70-e31f-11eb-8512-35346c407408,2021-07-12T14:41:30.295Z,2021-07-12T14:43:28.000Z,3edacc70-e31f-11eb-8512-35346c407408,1890,,,
e0513560-e31c-11eb-8512-35346c407408,22f59a50-e31d-11eb-8512-35346c407408,2021-07-12T14:26:24.501Z,2021-07-12T14:28:07.000Z,22f59a50-e31d-11eb-8512-35346c407408,1895,"5 mesi",Austria,
e0513560-e31c-11eb-8512-35346c407408,13740760-e31d-11eb-8512-35346c407408,2021-07-12T14:25:58.486Z,2021-07-12T14:28:07.000Z,13740760-e31d-11eb-8512-35346c407408,1894,"5 mesi",Austria,
e0513560-e31c-11eb-8512-35346c407408,06afbfb0-e31d-11eb-8512-35346c407408,2021-07-12T14:25:37.067Z,2021-07-12T14:28:07.000Z,06afbfb0-e31d-11eb-8512-35346c407408,1890,1,,
4e7286d0-e31c-11eb-8512-35346c407408,bcbe7540-e31c-11eb-8512-35346c407408,2021-07-12T14:23:33.012Z,2021-07-12T14:24:28.000Z,bcbe7540-e31c-11eb-8512-35346c407408,1900,3,"Austria-Ungheria, Germania",
4e7286d0-e31c-11eb-8512-35346c407408,ad30ad50-e31c-11eb-8512-35346c407408,2021-07-12T14:23:06.917Z,2021-07-12T14:24:28.000Z,ad30ad50-e31c-11eb-8512-35346c407408,1895,3,"Austria, Germania",
4e7286d0-e31c-11eb-8512-35346c407408,8d19cd80-e31c-11eb-8512-35346c407408,2021-07-12T14:22:13.080Z,2021-07-12T14:24:29.000Z,8d19cd80-e31c-11eb-8512-35346c407408,1893,"4 mesi",Austria,
4e7286d0-e31c-11eb-8512-35346c407408,7099a900-e31c-11eb-8512-35346c407408,2021-07-12T14:21:25.264Z,2021-07-12T14:24:29.000Z,7099a900-e31c-11eb-8512-35346c407408,1889,3,Europa,
02886f10-e31b-11eb-8512-35346c407408,32d25780-e31b-11eb-8512-35346c407408,2021-07-12T14:12:32.120Z,2021-07-12T14:13:03.000Z,32d25780-e31b-11eb-8512-35346c407408,1895,1,Austria,
d4fa2430-e31a-11eb-8512-35346c407408,f1212c30-e31a-11eb-8512-35346c407408,2021-07-12T14:10:41.907Z,2021-07-12T14:11:08.000Z,f1212c30-e31a-11eb-8512-35346c407408,1890,3,"Europa, America",
95611ff0-e319-11eb-8512-35346c407408,b73c6c10-e319-11eb-8512-35346c407408,2021-07-12T14:01:55.281Z,2021-07-12T14:04:05.000Z,b73c6c10-e319-11eb-8512-35346c407408,1892,,America,"Stati Esteri d'Europa"
5050eb20-e319-11eb-8512-35346c407408,7e657d00-e319-11eb-8512-35346c407408,2021-07-12T14:00:19.920Z,2021-07-12T14:00:50.000Z,7e657d00-e319-11eb-8512-35346c407408,1892,3,Europa,
0b408f40-e319-11eb-8512-35346c407408,32ed6b80-e319-11eb-8512-35346c407408,2021-07-12T13:58:13.304Z,2021-07-12T13:58:54.000Z,32ed6b80-e319-11eb-8512-35346c407408,1894,"5 mesi",Austria,
a3c10bb0-e318-11eb-9a88-2de2a9692f6e,f669ef30-e318-11eb-9a88-2de2a9692f6e,2021-07-12T13:56:31.779Z,2021-07-12T13:58:06.000Z,f669ef30-e318-11eb-9a88-2de2a9692f6e,1911,3,"Europa, Esteri d'Europa",
a3c10bb0-e318-11eb-9a88-2de2a9692f6e,db56ef40-e318-11eb-9a88-2de2a9692f6e,2021-07-12T13:55:46.356Z,2021-07-12T13:58:07.000Z,db56ef40-e318-11eb-9a88-2de2a9692f6e,1911,3,"Europa, Esteri d'Europa",
3cd9f790-e318-11eb-8512-35346c407408,8bc313f0-e318-11eb-8512-35346c407408,2021-07-12T13:53:32.847Z,2021-07-12T13:54:08.000Z,8bc313f0-e318-11eb-8512-35346c407408,1893,3,Europa,
efa36d30-e317-11eb-8512-35346c407408,28111320-e318-11eb-8512-35346c407408,2021-07-12T13:50:45.586Z,2021-07-12T13:51:15.000Z,28111320-e318-11eb-8512-35346c407408,1892,1,"Austria-Ungheria, Germania",
6ac10640-e317-11eb-8512-35346c407408,dccbf880-e317-11eb-8512-35346c407408,2021-07-12T13:48:39.304Z,2021-07-12T13:49:07.000Z,dccbf880-e317-11eb-8512-35346c407408,1898,1,Europa,
6ac10640-e317-11eb-8512-35346c407408,b4e6f540-e317-11eb-8512-35346c407408,2021-07-12T13:47:32.372Z,2021-07-12T13:49:07.000Z,b4e6f540-e317-11eb-8512-35346c407408,1894,"3 mesi",Austria,
6ac10640-e317-11eb-8512-35346c407408,a2aa6100-e317-11eb-8512-35346c407408,2021-07-12T13:47:01.776Z,2021-07-12T13:49:07.000Z,a2aa6100-e317-11eb-8512-35346c407408,1890,"8 mesi",Austria-Ungheria,
13f79d40-e283-11eb-8512-35346c407408,6e106a40-e315-11eb-8512-35346c407408,2021-07-12T13:31:14.532Z,2021-07-12T13:31:42.000Z,6e106a40-e315-11eb-8512-35346c407408,1894,3,Austria,
13f79d40-e283-11eb-8512-35346c407408,426ffa00-e283-11eb-8512-35346c407408,2021-07-11T20:04:54.816Z,2021-07-12T13:31:42.000Z,426ffa00-e283-11eb-8512-35346c407408,1893,3,,"A, G"
02adfbe0-e280-11eb-8512-35346c407408,9281fb70-e282-11eb-8512-35346c407408,2021-07-11T19:59:59.655Z,2021-07-11T20:00:34.000Z,9281fb70-e282-11eb-8512-35346c407408,1896,3,Europa,
02adfbe0-e280-11eb-8512-35346c407408,505c2740-e280-11eb-8512-35346c407408,2021-07-11T19:43:49.684Z,2021-07-11T20:00:34.000Z,505c2740-e280-11eb-8512-35346c407408,1893,3,Europa,
6afd0bd0-e27d-11eb-8512-35346c407408,f9c7ce30-e27e-11eb-8512-35346c407408,2021-07-11T19:34:14.931Z,2021-07-11T19:40:54.000Z,f9c7ce30-e27e-11eb-8512-35346c407408,1892,3,"Austria-Ungheria, Germania",
45985230-e27a-11eb-8512-35346c407408,847f39f0-e27a-11eb-8512-35346c407408,2021-07-11T19:02:20.175Z,2021-07-11T19:03:01.000Z,847f39f0-e27a-11eb-8512-35346c407408,1893,1,"Austria, Francia",
cbe254e0-e279-11eb-8512-35346c407408,2c71b8f0-e27a-11eb-8512-35346c407408,2021-07-11T18:59:52.447Z,2021-07-11T19:00:32.000Z,2c71b8f0-e27a-11eb-8512-35346c407408,1890,"3 mesi",,
37c15770-e279-11eb-8512-35346c407408,82cf5c80-e279-11eb-8512-35346c407408,2021-07-11T18:55:07.848Z,2021-07-11T18:55:44.000Z,82cf5c80-e279-11eb-8512-35346c407408,1896,1,Austria-Ungheria,
8c3c0a30-e278-11eb-8512-35346c407408,f73412b0-e278-11eb-8512-35346c407408,2021-07-11T18:51:13.627Z,2021-07-11T18:52:58.000Z,f73412b0-e278-11eb-8512-35346c407408,1899,3,Europa,
8c3c0a30-e278-11eb-8512-35346c407408,d437ed40-e278-11eb-8512-35346c407408,2021-07-11T18:50:14.932Z,2021-07-11T18:52:58.000Z,d437ed40-e278-11eb-8512-35346c407408,1896,3,"Austria-Ungheria, Germania",
8c3c0a30-e278-11eb-8512-35346c407408,c50341d0-e278-11eb-8512-35346c407408,2021-07-11T18:49:49.421Z,2021-07-11T18:52:58.000Z,c50341d0-e278-11eb-8512-35346c407408,1891,3,Europa,
07725a30-e25e-11eb-8512-35346c407408,4a38c610-e25e-11eb-8512-35346c407408,2021-07-11T15:40:16.497Z,2021-07-11T15:40:57.000Z,4a38c610-e25e-11eb-8512-35346c407408,1899,3,Europa,
be205d00-e25d-11eb-8512-35346c407408,ec97a850-e25d-11eb-8512-35346c407408,2021-07-11T15:37:39.413Z,2021-07-11T15:38:05.000Z,ec97a850-e25d-11eb-8512-35346c407408,1890,,,
e331b8c0-e25b-11eb-8512-35346c407408,884628a0-e25c-11eb-8512-35346c407408,2021-07-11T15:27:41.610Z,2021-07-11T15:28:29.000Z,884628a0-e25c-11eb-8512-35346c407408,1898,3,Europa,
e331b8c0-e25b-11eb-8512-35346c407408,61b5b8e0-e25c-11eb-8512-35346c407408,2021-07-11T15:26:36.910Z,2021-07-11T15:28:29.000Z,61b5b8e0-e25c-11eb-8512-35346c407408,1892,3,Europa,
e331b8c0-e25b-11eb-8512-35346c407408,501871e0-e25c-11eb-8512-35346c407408,2021-07-11T15:26:07.358Z,2021-07-11T15:28:29.000Z,501871e0-e25c-11eb-8512-35346c407408,1892,3,Europa,
6b117040-e253-11eb-8512-35346c407408,a9e94330-e25b-11eb-8512-35346c407408,2021-07-11T15:21:28.547Z,2021-07-11T15:23:00.000Z,a9e94330-e25b-11eb-8512-35346c407408,1891,1,"Austria-Ungheria, Germania",
6b117040-e253-11eb-8512-35346c407408,80ae4ce0-e25b-11eb-8512-35346c407408,2021-07-11T15:20:19.374Z,2021-07-11T15:23:00.000Z,80ae4ce0-e25b-11eb-8512-35346c407408,1890,"3 mesi",,
34345230-e24f-11eb-b7d4-c1df78002cae,658b8bf0-e24f-11eb-b7d4-c1df78002cae,2021-07-11T13:53:39.887Z,2021-07-11T13:54:47.000Z,658b8bf0-e24f-11eb-b7d4-c1df78002cae,1892,"7 mesi","Austria-Ungheria, Italia, Svizzera",
b35ac950-e24e-11eb-b7d4-c1df78002cae,0e04ee30-e24f-11eb-b7d4-c1df78002cae,2021-07-11T13:51:13.043Z,2021-07-11T13:52:20.000Z,0e04ee30-e24f-11eb-b7d4-c1df78002cae,1896,3,Europa,
b35ac950-e24e-11eb-b7d4-c1df78002cae,f8a80720-e24e-11eb-b7d4-c1df78002cae,2021-07-11T13:50:37.202Z,2021-07-11T13:52:20.000Z,f8a80720-e24e-11eb-b7d4-c1df78002cae,1891,1,,
d7585600-e24a-11eb-982b-f1d506d547b9,303e1920-e24c-11eb-982b-f1d506d547b9,2021-07-11T13:30:41.970Z,2021-07-11T13:31:40.000Z,303e1920-e24c-11eb-982b-f1d506d547b9,1900,1,Austria-Ungheria,
d7585600-e24a-11eb-982b-f1d506d547b9,1ae2b8b0-e24c-11eb-982b-f1d506d547b9,2021-07-11T13:30:06.139Z,2021-07-11T13:31:40.000Z,1ae2b8b0-e24c-11eb-982b-f1d506d547b9,1899,1,Austria-Ungheria,
d7585600-e24a-11eb-982b-f1d506d547b9,ece160b0-e24b-11eb-982b-f1d506d547b9,2021-07-11T13:28:48.955Z,2021-07-11T13:31:40.000Z,ece160b0-e24b-11eb-982b-f1d506d547b9,1896,1,"Austria-Ungheria, Germania",
d7585600-e24a-11eb-982b-f1d506d547b9,8d6bf820-e24b-11eb-982b-f1d506d547b9,2021-07-11T13:26:08.802Z,2021-07-11T13:31:40.000Z,8d6bf820-e24b-11eb-982b-f1d506d547b9,1893,1,"Svizzera, Austria-Ungheria",
d7585600-e24a-11eb-982b-f1d506d547b9,47758200-e24b-11eb-982b-f1d506d547b9,2021-07-11T13:24:11.424Z,2021-07-11T13:31:40.000Z,47758200-e24b-11eb-982b-f1d506d547b9,1890,"7 mesi",Austria-Ungheria,
d7585600-e24a-11eb-982b-f1d506d547b9,26f272e0-e24b-11eb-982b-f1d506d547b9,2021-07-11T13:23:16.878Z,2021-07-11T13:31:41.000Z,26f272e0-e24b-11eb-982b-f1d506d547b9,1890,"1 ",,
396b5a80-e0a3-11eb-bb4b-49afcbbc6ce7,9b05c5f0-e0a3-11eb-bb4b-49afcbbc6ce7,2021-07-09T10:51:25.007Z,2021-07-09T10:52:44.000Z,9b05c5f0-e0a3-11eb-bb4b-49afcbbc6ce7,1893,,Italia,
396b5a80-e0a3-11eb-bb4b-49afcbbc6ce7,8cdee100-e0a3-11eb-bb4b-49afcbbc6ce7,2021-07-09T10:51:01.264Z,2021-07-09T10:52:45.000Z,8cdee100-e0a3-11eb-bb4b-49afcbbc6ce7,1892,,Italia,
396b5a80-e0a3-11eb-bb4b-49afcbbc6ce7,6f26d8c0-e0a3-11eb-bb4b-49afcbbc6ce7,2021-07-09T10:50:11.404Z,2021-07-09T10:52:45.000Z,6f26d8c0-e0a3-11eb-bb4b-49afcbbc6ce7,1888,"14 giorni",Italia,
7025eb80-e09e-11eb-bb4b-49afcbbc6ce7,ad776630-e09e-11eb-bb4b-49afcbbc6ce7,2021-07-09T10:16:08.467Z,2021-07-09T10:17:13.000Z,ad776630-e09e-11eb-bb4b-49afcbbc6ce7,1888,"14 giorni",Italia,
20ab8870-e09a-11eb-a19e-770024a18319,62c0a5b0-e09a-11eb-a19e-770024a18319,2021-07-09T09:45:25.131Z,2021-07-09T09:46:51.000Z,62c0a5b0-e09a-11eb-a19e-770024a18319,1892,1,"Austria-Ungheria, Svizzera",
20ab8870-e09a-11eb-a19e-770024a18319,5151e8c0-e09a-11eb-a19e-770024a18319,2021-07-09T09:44:55.884Z,2021-07-09T09:46:51.000Z,5151e8c0-e09a-11eb-a19e-770024a18319,1891,"4 mesi","Austria-Ungheria, Germania",
20ab8870-e09a-11eb-a19e-770024a18319,46b11d50-e09a-11eb-a19e-770024a18319,2021-07-09T09:44:38.053Z,2021-07-09T09:46:51.000Z,46b11d50-e09a-11eb-a19e-770024a18319,1890,1,,
20ab8870-e09a-11eb-a19e-770024a18319,3f95a810-e09a-11eb-a19e-770024a18319,2021-07-09T09:44:26.129Z,2021-07-09T09:46:51.000Z,3f95a810-e09a-11eb-a19e-770024a18319,1889,1,,
9068d6a0-e099-11eb-a19e-770024a18319,f547e5c0-e099-11eb-a19e-770024a18319,2021-07-09T09:42:21.468Z,2021-07-09T09:43:30.000Z,f547e5c0-e099-11eb-a19e-770024a18319,1893,1,Austria-Ungheria,
9068d6a0-e099-11eb-a19e-770024a18319,e934c5a0-e099-11eb-a19e-770024a18319,2021-07-09T09:42:01.210Z,2021-07-09T09:43:30.000Z,e934c5a0-e099-11eb-a19e-770024a18319,1893,1,Austria-Ungheria,
9068d6a0-e099-11eb-a19e-770024a18319,e1383f30-e099-11eb-a19e-770024a18319,2021-07-09T09:41:47.811Z,2021-07-09T09:43:30.000Z,e1383f30-e099-11eb-a19e-770024a18319,1891,,,
9068d6a0-e099-11eb-a19e-770024a18319,cfe01780-e099-11eb-a19e-770024a18319,2021-07-09T09:41:18.712Z,2021-07-09T09:43:30.000Z,cfe01780-e099-11eb-a19e-770024a18319,1890,"11 mesi",Europa,
9068d6a0-e099-11eb-a19e-770024a18319,bb4f3300-e099-11eb-a19e-770024a18319,2021-07-09T09:40:44.208Z,2021-07-09T09:43:31.000Z,bb4f3300-e099-11eb-a19e-770024a18319,1889,1,"Austria-Ungheria, Germania, Svizzera",
f4bdc3a0-e098-11eb-a19e-770024a18319,13efc1b0-e099-11eb-a19e-770024a18319,2021-07-09T09:36:03.403Z,2021-07-09T09:37:30.000Z,13efc1b0-e099-11eb-a19e-770024a18319,1891,1,"Austria-Ungheria, Germania",
714cc700-e098-11eb-a19e-770024a18319,c1bd46b0-e098-11eb-a19e-770024a18319,2021-07-09T09:33:45.499Z,2021-07-09T09:35:07.000Z,c1bd46b0-e098-11eb-a19e-770024a18319,1893,1,Austria-Ungheria,
714cc700-e098-11eb-a19e-770024a18319,ae4dd7c0-e098-11eb-a19e-770024a18319,2021-07-09T09:33:12.892Z,2021-07-09T09:35:07.000Z,ae4dd7c0-e098-11eb-a19e-770024a18319,1893,1,Austria-Ungheria,
a1599e80-e02c-11eb-8cb6-11d1929d0ca4,beae5110-e02c-11eb-8cb6-11d1929d0ca4,2021-07-08T20:40:34.721Z,2021-07-08T20:41:56.000Z,beae5110-e02c-11eb-8cb6-11d1929d0ca4,1893,3,Europa,
d4690500-e02b-11eb-84bb-7d3bd4f5572d,f9ea27a0-e02b-11eb-84bb-7d3bd4f5572d,2021-07-08T20:35:04.602Z,2021-07-08T20:36:18.000Z,f9ea27a0-e02b-11eb-84bb-7d3bd4f5572d,1900,3,Europa,
d4690500-e02b-11eb-84bb-7d3bd4f5572d,f0d5c890-e02b-11eb-84bb-7d3bd4f5572d,2021-07-08T20:34:49.369Z,2021-07-08T20:36:20.000Z,f0d5c890-e02b-11eb-84bb-7d3bd4f5572d,1888,3,Europa,
2557f8f0-e02b-11eb-84bb-7d3bd4f5572d,a40a0df0-e02b-11eb-84bb-7d3bd4f5572d,2021-07-08T20:32:40.527Z,2021-07-08T20:33:58.000Z,a40a0df0-e02b-11eb-84bb-7d3bd4f5572d,1900,3,Austria-Ungheria,
2557f8f0-e02b-11eb-84bb-7d3bd4f5572d,9426abf0-e02b-11eb-84bb-7d3bd4f5572d,2021-07-08T20:32:13.871Z,2021-07-08T20:33:59.000Z,9426abf0-e02b-11eb-84bb-7d3bd4f5572d,1896,3,Europa,
2557f8f0-e02b-11eb-84bb-7d3bd4f5572d,82d2a2f0-e02b-11eb-84bb-7d3bd4f5572d,2021-07-08T20:31:44.799Z,2021-07-08T20:33:59.000Z,82d2a2f0-e02b-11eb-84bb-7d3bd4f5572d,1893,3,"Austria-Ungheria, Germania, Francia, Svizzera, Italia",
2557f8f0-e02b-11eb-84bb-7d3bd4f5572d,769a2080-e02b-11eb-84bb-7d3bd4f5572d,2021-07-08T20:31:24.296Z,2021-07-08T20:33:59.000Z,769a2080-e02b-11eb-84bb-7d3bd4f5572d,1893,3,Europa,
2557f8f0-e02b-11eb-84bb-7d3bd4f5572d,6c2260e0-e02b-11eb-84bb-7d3bd4f5572d,2021-07-08T20:31:06.734Z,2021-07-08T20:33:59.000Z,6c2260e0-e02b-11eb-84bb-7d3bd4f5572d,1893,3,,
2557f8f0-e02b-11eb-84bb-7d3bd4f5572d,58610160-e02b-11eb-84bb-7d3bd4f5572d,2021-07-08T20:30:33.590Z,2021-07-08T20:33:59.000Z,58610160-e02b-11eb-84bb-7d3bd4f5572d,1890,3,Europa,
2557f8f0-e02b-11eb-84bb-7d3bd4f5572d,4840bd70-e02b-11eb-84bb-7d3bd4f5572d,2021-07-08T20:30:06.535Z,2021-07-08T20:33:59.000Z,4840bd70-e02b-11eb-84bb-7d3bd4f5572d,1889,1,Europa,
c24b38d0-e02a-11eb-84bb-7d3bd4f5572d,efda6e10-e02a-11eb-84bb-7d3bd4f5572d,2021-07-08T20:27:38.225Z,2021-07-08T20:29:05.000Z,efda6e10-e02a-11eb-84bb-7d3bd4f5572d,1893,1,Europa,
c24b38d0-e02a-11eb-84bb-7d3bd4f5572d,e1d87640-e02a-11eb-84bb-7d3bd4f5572d,2021-07-08T20:27:14.724Z,2021-07-08T20:29:05.000Z,e1d87640-e02a-11eb-84bb-7d3bd4f5572d,1891,1,"Austria-Ungheria, Italia",
cff430a0-e029-11eb-84bb-7d3bd4f5572d,eee925b0-e029-11eb-84bb-7d3bd4f5572d,2021-07-08T20:20:27.147Z,2021-07-08T20:21:58.000Z,eee925b0-e029-11eb-84bb-7d3bd4f5572d,1893,3,"Austria-Ungheria, Germania, Svizzera",
05e8b5b0-e029-11eb-84bb-7d3bd4f5572d,62471a40-e029-11eb-84bb-7d3bd4f5572d,2021-07-08T20:16:31.204Z,2021-07-08T20:17:13.000Z,62471a40-e029-11eb-84bb-7d3bd4f5572d,1893,3,"Europa, America",
05e8b5b0-e029-11eb-84bb-7d3bd4f5572d,4b1488d0-e029-11eb-84bb-7d3bd4f5572d,2021-07-08T20:15:52.285Z,2021-07-08T20:17:14.000Z,4b1488d0-e029-11eb-84bb-7d3bd4f5572d,1890,3,"Europa, America",
f45b1b90-e027-11eb-84bb-7d3bd4f5572d,65171fa0-e028-11eb-84bb-7d3bd4f5572d,2021-07-08T20:09:26.426Z,2021-07-08T20:10:39.000Z,65171fa0-e028-11eb-84bb-7d3bd4f5572d,1893,1,Europa,
f45b1b90-e027-11eb-84bb-7d3bd4f5572d,5471a620-e028-11eb-84bb-7d3bd4f5572d,2021-07-08T20:08:58.498Z,2021-07-08T20:10:40.000Z,5471a620-e028-11eb-84bb-7d3bd4f5572d,1891,"10 mesi",Europa,
